"stdist","st","party","pid","full.name","incumbent","crp.id","npat.id","score","sd","perc","perc.r","perc.d"
"IL17","IL","R",1,"Robert Schilling",1,"N00030668",116570,0.22,0.13,54.7,12.8,0.5
"IL18","IL","D",-1,"Steve Waterworth",0,"N00028026",33598,-0.46,0.09,35.4,0,26.3
"IL18","IL","R",1,"Aaron Schock",1,"N00029273",33428,0.78,0.34,78.2,58,0.299999999999997
"IL2","IL","D",-1,"Jesse Jackson",1,"N00012457",72,-2.83,0.74,0.1,0,99.7
"IL2","IL","R",1,"Brian Woodworth",0,"N00034028",134934,0.16,0.12,52.3,9.3,1.3
"IL3","IL","D",-1,"Daniel Lipinski",1,"N00027239",33692,-0.16,0.12,43.8,0.7,9.59999999999999
"IL3","IL","R",1,"Richard Grabowski",0,"N00033883",116628,1.35,0.71,87.4,75.7,0
"IL4","IL","D",-1,"Luis Gutierrez",1,"N00004874",26841,-1.13,0.2,19.2,0,59.8
"IL5","IL","D",-1,"Mike Quigley",1,"N00030581",83310,-1.59,0.64,3.6,0,92.6
"IL5","IL","R",1,"Dan Schmitt",0,"N00011190",134939,0.73,0.37,76.1,54.1,0.299999999999997
"IL6","IL","D",-1,"Leslie Coolidge",0,"N00033745",134940,-1.43,0.7,8.4,0,82.4
"IL6","IL","R",1,"Peter Roskam",1,"N00004719",6382,1.57,0.68,95.2,90.7,0
"IL7","IL","D",-1,"Danny Davis",1,"N00004884",233,-1.14,0.17,18.7,0,60.9
"IL8","IL","D",-1,"L. Tammy Duckworth",0,"N00027860",57442,-1.32,0.55,14.2,0,70.2
"IL8","IL","R",1,"Joe Walsh",1,"N00004723",116545,0.62,0.29,71.3,44.7,0.299999999999997
"IL9","IL","D",-1,"Janice Schakowsky",1,"N00004724",6387,-1.42,0.2,9.8,0,79.5
"IL9","IL","R",1,"Timothy Wolfe",0,"N00033746",134946,0.87,0.39,80.8,63.1,0.299999999999997
"IN1","IN","D",-1,"Peter Visclosky",1,"N00003813",26851,-0.49,0.1,34.1,0,28.7
"IN1","IN","R",1,"Joel Phelps",0,"N00033748",135984,1.22,0.73,84.4,70,0.299999999999997
"IN2","IN","R",1,"Jackie Walorski",0,"N00031226",34205,1.49,0.87,93.1,86.7,0
"IN3","IN","D",-1,"Kevin Boyd",0,"N00027574",84587,-1.27,0.8,15.7,0,67
"IN3","IN","R",1,"Marlin Stutzman",1,"N00030891",34230,1.27,0.61,85.5,72,0
"IN4","IN","D",-1,"Tara Nelson",0,"N00031912",120314,-0.25,0.09,41.2,0.2,14.4
"IN4","IN","R",1,"Todd Rokita",1,"N00031741",34167,0.75,0.36,77.2,56,0.299999999999997
"IN5","IN","R",1,"Susan Brooks",0,"N00033495",135988,1.25,0.75,84.9,70.8,0
"IN6","IN","R",1,"Luke Messer",0,"N00012546",33997,1.27,0.66,85.5,72,0
"IN7","IN","D",-1,"Andr̩ Carson",1,"N00029513",84917,-1.35,0.64,13.1,0,72.6
"IN7","IN","R",1,"Carlos May",0,"N00031003",120331,1.43,0.74,90.7,82.1,0
"IN8","IN","D",-1,"David Crooks",0,"N00033242",10412,-0.18,0.12,43,0.7,11.2
"IN8","IN","R",1,"Larry Bucshon",1,"N00031227",120335,0.31,0.14,57.4,17.9,0.5
"IN9","IN","D",-1,"Shelli Yoder",0,"N00034330",135982,-0.76,0.22,26.1,0,45.2
"IN9","IN","R",1,"Todd Young",1,"N00030670",120345,1.6,0.78,96.6,93.4,0
"KS1","KS","R",1,"Tim Huelskamp",1,"N00027649",12571,0.65,0.24,73,47.9,0.299999999999997
"KS2","KS","D",-1,"Tobias Schlingensiepen",0,"N00034837",140710,-1.2,0.89,17.3,0,63.8
"KS2","KS","R",1,"Lynn Jenkins",1,"N00029077",18594,0.3,0.1,56.7,16.7,0.5
"KS3","KS","R",1,"Kevin Yoder",1,"N00031502",34433,0.6,0.29,70.4,43,0.299999999999997
"KS4","KS","R",1,"Mike Pompeo",1,"N00030744",125023,0.71,0.38,75.5,52.8,0.299999999999997
"KY1","KY","D",-1,"Charles Hatchett",0,"N00018217",117553,0.21,0.07,54.3,12,0.5
"KY1","KY","R",1,"Edward Whitfield",1,"N00003467",21873,0.43,0.11,63.1,29,0.5
"KY2","KY","R",1,"Steven Guthrie",1,"N00029675",18829,0.57,0.16,69,40.3,0.299999999999997
"KY3","KY","D",-1,"John Yarmuth",1,"N00028073",58579,-1.66,0.75,2.3,0,95.2
"KY3","KY","R",1,"Scott Wicker",0,"N00032265",117557,1.52,0.6,93.8,88,0
"KY4","KY","D",-1,"William Adkins",0,"N00034300",137177,-0.43,0.29,36.5,0,23.9
"KY4","KY","R",1,"Thomas Massie",0,"N00034041",132068,1.41,0.63,90.1,80.8,0
"KY5","KY","D",-1,"Kenneth Stepp",0,"N00028039",56959,0.01,0.07,47.8,2.2,2.90000000000001
"KY5","KY","R",1,"Harold Rogers",1,"N00003473",26875,0.39,0.18,60.3,23.6,0.5
"KY6","KY","D",-1,"Albert Chandler",1,"N00026591",1891,0.08,0.1,49.7,4.9,1.90000000000001
"KY6","KY","R",1,"Garland Barr",0,"N00031233",117290,1.3,0.64,86.2,73.2,0
"LA1","LA","D",-1,"Manillo Mendoza",0,"N00027326",35633,-0.31,0.09,39.3,0,18.1
"LA1","LA","R",1,"Stephen Scalise",1,"N00009660",9026,1.19,0.73,83.9,69,0.299999999999997
"LA2","LA","D",-1,"Gary Landrieu",0,NA,143022,-0.04,0.22,46.7,1.5,4.5
"LA2","LA","D",-1,"Caleb Trotter",0,NA,143024,0,0.16,47.6,2,3.2
"LA2","LA","D",-1,"Cedric Richmond",1,"N00030184",35384,-0.52,0.24,32.9,0,31.4
"LA3","LA","R",1,"Bryan Barrilleaux",0,NA,143025,1.54,0.68,94.3,88.9,0
"LA3","LA","R",1,"Charles Boustany",0,"N00026595",35514,1.59,0.77,95.9,92.1,0
"LA3","LA","R",1,"Jeff Landry",1,"N00031503",93509,1.38,0.68,89,78.6,0
"LA4","LA","R",1,"John Fleming",1,"N00029679",108811,1.7,0.86,99.1,98.3,0
"LA5","LA","R",1,"Rodney Alexander",1,"N00025464",4545,0.8,0.37,79.7,60.9,0.299999999999997
"LA6","LA","R",1,"William Cassidy",1,"N00030245",69494,1.33,0.88,86.7,74.2,0
"MA1","MA","D",-1,"Richard Neal",0,"N00000153",26895,-0.58,0.09,30.6,0,36.2
"MA2","MA","D",-1,"James McGovern",0,"N00000179",552,-1.42,0.23,9.8,0,79.5
"MA3","MA","D",-1,"Nicola Tsongas",0,"N00029026",89417,-1.52,0.69,4.9,0,89.6
"MA3","MA","R",1,"Jonathan Golnik",0,"N00031234",124907,0.35,0.16,58.6,20.4,0.5
"MA4","MA","D",-1,"Joseph Kennedy",0,"N00034044",141275,-1.39,0.62,11.3,0,76.3
"MA4","MA","R",1,"Sean Bielat",0,"N00031747",124904,0.31,0.15,57.4,17.9,0.5
"MA5","MA","D",-1,"Edward Markey",0,"N00000270",26900,-0.78,0.14,25.8,0,46
"MA5","MA","R",1,"Thomas Tierney",0,"N00000183",13531,-0.14,0.07,44.8,1,7.7
"MA6","MA","D",-1,"John Tierney",1,"N00000226",553,-0.5,0.11,33.5,0,30.1
"MA6","MA","R",1,"Richard Tisei",0,"N00033812",4760,0.04,0.11,48.7,3.7,2.7
"MA7","MA","D",-1,"Michael Capuano",0,"N00000267",18883,-0.72,0.12,27.2,0,43.1
"MA8","MA","D",-1,"Stephen Lynch",0,"N00013855",4844,-0.4,0.16,37.4,0,22.1
"MA8","MA","R",1,"Joe Selvaggi",0,"N00034270",141285,1.17,0.73,83.1,67.6,0.299999999999997
"MA9","MA","D",-1,"William Keating",0,"N00031933",4743,-1.27,0.54,15.7,0,67
"MA9","MA","R",1,"Christopher Sheldon",0,"N00034046",141289,0.23,0.11,54.9,13.3,0.5
"MD1","MD","R",1,"Andrew Harris",1,"N00029147",19157,1.49,0.78,93.1,86.7,0
"MD2","MD","D",-1,"C.A. Dutch Ruppersberger",1,"N00025482",36130,-0.32,0.07,39.1,0,18.6
"MD2","MD","R",1,"Nancy Jacobs",0,"N00034048",6169,0.69,0.17,74.4,50.6,0.299999999999997
"MD3","MD","D",-1,"John Sarbanes",1,"N00027751",66575,-1.46,0.82,7.2,0,84.8
"MD3","MD","R",1,"Eric Knowles",0,"N00034052",127248,0.66,0.39,73.6,49.1,0.299999999999997
"MD4","MD","D",-1,"Donna Edwards",1,"N00028249",65085,-1.49,0.71,6,0,87.5
"MD4","MD","R",1,"Faith Loudon",0,"N00034056",135137,1.36,0.88,87.6,75.9,0
"MD5","MD","D",-1,"Steny Hoyer",1,"N00001821",26890,-0.48,0.09,34.6,0,27.9
"MD5","MD","R",1,"Anthony O'Donnell",0,"N00033895",6204,0.67,0.15,73.9,49.6,0.299999999999997
"MD6","MD","D",-1,"John Delaney",0,"N00033897",135143,-1.41,0.75,10.5,0,77.9
"MD6","MD","R",1,"Roscoe Bartlett",1,"N00002017",26891,0.57,0.09,69,40.3,0.299999999999997
"MD7","MD","D",-1,"Elijah Cummings",1,"N00001971",345,-0.84,0.13,23.9,0,50
"MD7","MD","R",1,"Frank Mirabile",0,"N00032672",125697,0.41,0.1,61.8,26.5,0.5
"MD8","MD","D",-1,"Christopher Van Hollen",1,"N00013820",6098,-0.91,0.35,22.3,0,53.2
"MD8","MD","R",1,"Kenneth Timmerman",0,"N00012668",36273,1.38,0.67,89,78.6,0
"ME1","ME","D",-1,"Chellie Pingree",1,"N00013817",6586,-1.44,0.23,8,0,83.2
"ME1","ME","R",1,"Jonathan Courtney",0,"N00034516",37167,0.19,0.1,53.4,11.1,1.3
"ME2","ME","D",-1,"Michael Michaud",1,"N00024770",6582,-0.54,0.1,31.9,0,33.5
"ME2","ME","R",1,"Kevin Raye",0,"N00013867",36606,0.06,0.11,49,3.9,2.40000000000001
"MI1","MI","D",-1,"Gary McDowell",0,"N00032587",37387,0.04,0.18,48.7,3.7,2.7
"MI1","MI","R",1,"Dan Benishek",1,"N00031934",123056,0.62,0.26,71.3,44.7,0.299999999999997
"MI10","MI","D",-1,"Chuck Stadler",0,"N00034892",139860,-0.08,0.11,45.7,1.2,6.40000000000001
"MI10","MI","R",1,"Candice Miller",1,"N00009795",2062,0.42,0.21,62.6,28,0.5
"MI11","MI","D",-1,"Syed Taj",0,"N00033623",111538,-1.36,0.68,12.4,0,73.9
"MI11","MI","R",1,"Kerry Bentivolio",0,"N00033625",123059,1.34,0.91,86.9,74.7,0
"MI12","MI","D",-1,"John Dingell",0,"N00001783",26917,-0.49,0.11,34.1,0,28.7
"MI12","MI","R",1,"Cynthia Kallgren",0,"N00034893",124088,1.29,0.8,86,73,0
"MI13","MI","D",-1,"John Conyers",0,"N00004029",26904,-0.8,0.14,25,0,47.6
"MI14","MI","D",-1,"Gary Peters",0,"N00029277",8749,-1.46,0.72,7.2,0,84.8
"MI14","MI","R",1,"John Hauler",0,"N00032594",124617,0.13,0.08,50.8,6.9,1.90000000000001
"MI2","MI","R",1,"Bill Huizenga",1,"N00030673",38351,0.8,0.35,79.7,60.9,0.299999999999997
"MI3","MI","D",-1,"Steven Pestka",0,"N00034405",19953,-0.36,0.13,37.9,0,21
"MI3","MI","R",1,"Justin Amash",1,"N00031938",105566,0.56,0.29,68.3,38.8,0.299999999999997
"MI4","MI","R",1,"David Camp",1,"N00008086",26911,0.66,0.13,73.6,49.1,0.299999999999997
"MI5","MI","D",-1,"Daniel Kildee",0,"N00033395",136102,-1.21,0.79,17,0,64.4
"MI6","MI","R",1,"Frederick Upton",1,"N00004133",26906,0.16,0.09,52.3,9.3,1.3
"MI7","MI","D",-1,"Kurt Haskell",0,"N00034517",139855,-0.24,0.13,41.9,0.5,13.3
"MI7","MI","R",1,"Timothy Walberg",1,"N00026368",8618,1.59,0.72,95.9,92.1,0
"MI8","MI","D",-1,"Lance Enderle",0,"N00032677",19995,-0.47,0.1,35,0,27.1
"MI8","MI","R",1,"Mike Rogers",1,"N00009668",8751,1.67,0.71,98.6,97.3,0
"MI9","MI","D",-1,"Sander Levin",0,"N00003950",26918,-0.34,0.08,38.5,0,19.9
"MI9","MI","R",1,"Don Volaric",0,"N00031943",124616,0.79,0.4,79.1,59.7,0.299999999999997
"MN1","MN","D",-1,"Timothy Walz",1,"N00027467",65443,-0.52,0.09,32.9,0,31.4
"MN1","MN","R",1,"Allen Quist",0,NA,138472,0.87,0.41,80.8,63.1,0.299999999999997
"MN2","MN","D",-1,"Mike Obermueller",0,"N00034629",68755,-1.37,0.79,11.8,0,75.3
"MN2","MN","R",1,"John Kline",1,"N00004436",20311,0.37,0.1,59.4,21.9,0.5
"MN3","MN","D",-1,"Brian Barnes",0,"N00033627",138482,-0.5,0.2,33.5,0,30.1
"MN3","MN","R",1,"Erik Paulsen",1,"N00029391",3833,0.55,0.29,67.4,37.3,0.5
"MN4","MN","D",-1,"Betty McCollum",1,"N00012942",3812,-0.81,0.14,24.7,0,48.1
"MN4","MN","R",1,"Anthony Hernandez",0,"N00033781",123029,0.27,0.21,56.1,15.5,0.5
"MN5","MN","D",-1,"Keith Ellison",1,"N00028257",38982,-1.78,0.23,1.4,0,97.1
"MN6","MN","D",-1,"Jim Graves",0,"N00034521",138494,-1.21,0.73,17,0,64.4
"MN6","MN","R",1,"Michele Bachmann",1,"N00027493",54675,1.64,0.79,97.6,95.3,0
"MN7","MN","D",-1,"Collin Peterson",1,"N00004558",26926,-0.03,0.12,47,1.5,4
"MN7","MN","R",1,"Lee Byberg",0,"N00031622",122952,0.88,0.14,81.2,63.9,0.299999999999997
"MN8","MN","D",-1,"Rick Nolan",0,"N00033446",138505,-1.35,0.64,13.1,0,72.6
"MN8","MN","R",1,"Chip Cravaack",1,"N00031623",122953,0.53,0.23,66.5,35.6,0.5
"MO1","MO","D",-1,"William Clay",1,"N00012460",8967,-0.78,0.11,25.8,0,46
"MO1","MO","R",1,"Robyn Hamlin",0,"N00031948",104571,0.22,0.08,54.7,12.8,0.5
"MO2","MO","D",-1,"Glenn Koenen",0,"N00034630",139106,-0.99,0.38,21.2,0,55.6
"MO2","MO","R",1,"Ann Wagner",0,"N00033106",136083,1.28,0.7,85.8,72.5,0
"MO3","MO","D",-1,"Eric Mayer",0,"N00034686",139110,-0.11,0.1,45.2,1,7.2
"MO3","MO","R",1,"Blaine Luetkemeyer",0,"N00030026",20400,0.66,0.15,73.6,49.1,0.299999999999997
"MO4","MO","D",-1,"Teresa Hensley",0,"N00034069",39159,-0.17,0.09,43.3,0.7,10.6
"MO4","MO","R",1,"Vicky Hartzler",1,"N00031005",8783,1.49,0.7,93.1,86.7,0
"MO5","MO","D",-1,"Emanuel Cleaver",1,"N00026790",39507,-0.46,0.08,35.4,0,26.3
"MO5","MO","R",1,"Jacob Turk",0,"N00028444",65309,1.22,0.68,84.4,70,0.299999999999997
"MO6","MO","R",1,"Samuel Graves",1,"N00013323",9425,1.84,0.9,99.9,99.8,0
"MO7","MO","D",-1,"Jim Evans",0,"N00034408",139115,-0.51,0.22,33.2,0,30.6
"MO7","MO","R",1,"Billy Long",1,"N00030676",123401,1.6,0.9,96.6,93.4,0
"MO8","MO","D",-1,"Jack Rushin",0,"N00034722",139117,-1.06,0.69,20.1,0,58
"MO8","MO","R",1,"Jo Ann Emerson",1,"N00005090",903,0.28,0.08,56.2,15.7,0.5
"MS1","MS","D",-1,"Brad Morris",0,"N00034071",39995,-1.13,0.73,19.2,0,59.8
"MS1","MS","R",1,"Patrick Nunnelee",1,"N00031006",8326,0.64,0.27,72.6,47.2,0.299999999999997
"MS2","MS","D",-1,"Bennie Thompson",1,"N00003288",26929,-0.33,0.08,38.8,0,19.1
"MS2","MS","R",1,"William Marcy",0,"N00031955",101990,1.51,0.66,93.7,87.7,0
"MS3","MS","R",1,"Gregg Harper",1,"N00029632",101985,1.5,0.65,93.5,87.5,0
"MS4","MS","R",1,"Steven Palazzo",1,"N00031958",69521,1.32,0.67,86.5,74,0
"MT1","MT","D",-1,"Kim Gillan",0,"N00033291",11152,-0.18,0.13,43,0.7,11.2
"MT1","MT","R",1,"Steve Daines",0,"N00033054",135720,1.41,0.81,90.1,80.8,0
"NC1","NC","D",-1,"George Butterfield",1,"N00027035",41077,-0.3,0.07,40.1,0.2,16.8
"NC1","NC","R",1,"Peter DiLauro",0,"N00034409",102891,0.64,0.4,72.6,47.2,0.299999999999997
"NC10","NC","D",-1,"Patricia Keever",0,"N00026376",41428,-1.36,0.69,12.4,0,73.9
"NC10","NC","R",1,"Patrick McHenry",1,"N00026627",21031,1.61,0.77,96.7,93.6,0
"NC11","NC","D",-1,"Hayden Rogers",0,"N00034342",136565,-0.15,0.15,44.3,0.7,8.5
"NC11","NC","R",1,"Mark Meadows",0,"N00033631",136459,1.57,0.66,95.2,90.7,0
"NC12","NC","D",-1,"Melvin Watt",1,"N00002328",26997,-1.04,0.14,20.2,0,57.7
"NC12","NC","R",1,"Jack Brosch",0,"N00033819",136567,0.34,0.16,58.2,19.7,0.5
"NC13","NC","D",-1,"Charles Malone",0,"N00034423",117778,-1.32,0.64,14.2,0,70.2
"NC13","NC","R",1,"George Holding",0,"N00033399",136462,1.44,0.84,91.1,82.8,0
"NC2","NC","D",-1,"Stephen Wilkins",0,"N00034333",136557,-0.47,0.2,35,0,27.1
"NC2","NC","R",1,"Renee Ellmers",1,"N00031513",120897,1.41,0.65,90.1,80.8,0
"NC3","NC","R",1,"Walter Jones",1,"N00002299",21785,0.64,0.15,72.6,47.2,0.299999999999997
"NC4","NC","D",-1,"David Price",1,"N00002260",119,-0.79,0.1,25.4,0,46.8
"NC4","NC","R",1,"Timothy D'Annunzio",0,"N00031118",117760,0.45,0.23,63.6,30,0.5
"NC5","NC","D",-1,"Elisabeth Motsinger",0,"N00034083",136442,-1.17,0.4,18,0,62.2
"NC5","NC","R",1,"Virginia Foxx",1,"N00026166",6051,0.79,0.12,79.1,59.7,0.299999999999997
"NC6","NC","R",1,"John Coble",1,"N00002247",27001,0.49,0.23,65,32.7,0.5
"NC7","NC","D",-1,"Douglas McIntyre",1,"N00002356",153,0.2,0.13,53.9,11.5,0.799999999999997
"NC7","NC","R",1,"David Rouzer",0,"N00033527",102964,1.37,0.68,88.3,77.4,0
"NC8","NC","D",-1,"Lawrence Kissell",1,"N00028859",57769,-0.05,0.12,46.4,1.5,5.09999999999999
"NC8","NC","R",1,"Richard Hudson",0,"N00033630",136448,0.82,0.36,80.2,61.9,0.299999999999997
"NC9","NC","R",1,"Robert Pittenger",0,"N00034416",41272,0.52,0.12,66.2,35.1,0.5
"ND1","ND","D",-1,"Pam Gulleson",0,"N00033633",7722,-0.15,0.09,44.3,0.7,8.5
"ND1","ND","R",1,"Kevin Cramer",0,"N00004614",444,0.59,0.1,70.1,42.3,0.299999999999997
"NE1","NE","D",-1,"Korey Reiman",0,"N00034424",136571,-1.35,0.77,13.1,0,72.6
"NE1","NE","R",1,"Jeff Fortenberry",1,"N00026631",41929,1.68,0.96,98.7,97.5,0
"NE2","NE","D",-1,"John Ewing",0,"N00033402",135496,-0.18,0.16,43,0.7,11.2
"NE2","NE","R",1,"Lee Terry",1,"N00005321",21276,0.35,0.17,58.6,20.4,0.5
"NE3","NE","D",-1,"Roger Sullivan",0,"N00034529",136573,-0.16,0.13,43.8,0.7,9.59999999999999
"NE3","NE","R",1,"Adrian Smith",1,"N00027623",21284,0.73,0.36,76.1,54.1,0.299999999999997
"NH1","NH","D",-1,"Carol Shea-Porter",0,"N00028091",65891,-1.33,0.78,13.6,0,71.5
"NH1","NH","R",1,"Frank Guinta",1,"N00030801",42946,1.64,0.9,97.6,95.3,0
"NH2","NH","D",-1,"Ann Kuster",0,"N00030875",122256,-1.73,0.86,1.8,0,96.3
"NH2","NH","R",1,"Charles Bass",1,"N00000423",22216,0.2,0.09,53.9,11.5,0.799999999999997
"NJ1","NJ","D",-1,"Robert Andrews",1,"N00000826",26949,-0.69,0.09,28.2,0,41
"NJ1","NJ","R",1,"Gregory Horton",0,"N00034632",134758,0.57,0.38,69,40.3,0.299999999999997
"NJ11","NJ","R",1,"Rodney Frelinghuysen",1,"N00000684",22177,0.08,0.08,49.7,4.9,1.90000000000001
"NJ12","NJ","D",-1,"Rush Holt",1,"N00000860",22574,-1.55,0.78,4.3,0,91
"NJ12","NJ","R",1,"Eric Beck",0,"N00034088",135248,1.16,0.76,82.6,66.6,0.299999999999997
"NJ2","NJ","D",-1,"Cassandra Shober",0,"N00034634",138023,-1.2,0.73,17.3,0,63.8
"NJ2","NJ","R",1,"Frank LoBiondo",1,"N00000851",21890,0.03,0.1,48.4,3.2,2.90000000000001
"NJ3","NJ","R",1,"Jon Runyan",1,"N00031988",121117,0.42,0.25,62.6,28,0.5
"NJ4","NJ","R",1,"Christopher Smith",1,"N00009816",26952,-0.09,0.07,45.6,1.2,6.59999999999999
"NJ5","NJ","R",1,"Scott Garrett",1,"N00000743",4430,0.39,0.16,60.3,23.6,0.5
"NJ6","NJ","D",-1,"Frank Pallone",1,"N00000781",26951,-0.86,0.12,23.6,0,50.5
"NJ6","NJ","R",1,"Anna Little",0,"N00032322",90712,1.37,0.65,88.3,77.4,0
"NJ7","NJ","D",-1,"Upendra Chivukula",0,"N00027817",55075,-0.53,0.18,32.4,0,32.4
"NJ7","NJ","R",1,"Leonard Lance",1,"N00000898",4443,0.03,0.09,48.4,3.2,2.90000000000001
"NJ8","NJ","D",-1,"Albio Sires",0,"N00027523",22510,-1.41,0.65,10.5,0,77.9
"NJ9","NJ","D",-1,"William Pascrell",0,"N00000751",478,-0.6,0.09,30.2,0,37
"NM1","NM","D",-1,"Michelle Lujan Grisham",0,"N00029400",102404,-1.4,0.78,10.9,0,77.1
"NM1","NM","R",1,"Janice Arnold-Jones",0,"N00033403",43547,0.38,0.11,59.6,22.4,0.5
"NM2","NM","R",1,"Stevan Pearce",1,"N00012672",10655,1.46,0.72,91.5,83.5,0
"NM3","NM","D",-1,"Ben Lujan",1,"N00029562",102842,-1.3,0.57,14.8,0,68.9
"NM3","NM","R",1,"Jefferson Byrd",0,"N00034089",135873,0.56,0.15,68.3,38.8,0.299999999999997
"NV1","NV","D",-1,"Alice Titus",0,"N00030191",2629,-0.3,0.13,40.1,0.2,16.8
"NV1","NV","R",1,"Christopher Edwards",0,"N00034092",135889,0.58,0.37,69.4,41,0.299999999999997
"NV2","NV","D",-1,"Samuel Koepnick",0,"N00034539",138290,-0.24,0.1,41.9,0.5,13.3
"NV2","NV","R",1,"Mark Amodei",1,"N00031177",12537,0.11,0.1,50.5,6.4,1.90000000000001
"NV3","NV","D",-1,"John Oceguera",0,"N00033404",22815,-1.53,0.93,4.8,0,89.9
"NV3","NV","R",1,"Joseph Heck",1,"N00031244",44082,1.7,0.99,99.1,98.3,0
"NV4","NV","D",-1,"Steven Horsford",0,"N00033638",44064,-1.5,0.86,5.8,0,87.8
"NV4","NV","R",1,"Danny Tarkanian",0,"N00031176",44098,0.76,0.36,77.3,56.3,0.299999999999997
"NY1","NY","R",1,"Randolph Altschuler",0,"N00031058",127049,1.4,0.64,89.5,79.6,0
"NY14","NY","D",-1,"Joseph Crowley",0,"N00001127",4295,-1.53,0.74,4.8,0,89.9
"NY16","NY","D",-1,"Eliot Engel",0,"N00001003",26972,-0.98,0.15,21.3,0,55.3
"NY16","NY","R",1,"Joseph McLaughlin",0,"N00034779",127957,0.6,0.42,70.4,43,0.299999999999997
"NY17","NY","R",1,"Joseph Carvin",0,"N00034465",76955,0.08,0.13,49.7,4.9,1.90000000000001
"NY2","NY","D",-1,"Vivianne Falcone",0,"N00034763",142045,-0.58,0.26,30.6,0,36.2
"NY21","NY","R",1,"Matthew Doheny",0,"N00030877",127035,0.49,0.22,65,32.7,0.5
"NY22","NY","D",-1,"Daniel Lamb",0,"N00034278",44610,-1.6,0.86,3.2,0,93.4
"NY23","NY","D",-1,"Nathan Shinagawa",0,"N00034096",91543,-1.73,0.82,1.8,0,96.3
"NY27","NY","R",1,"Chris Collins",0,"N00001285",139770,1.19,0.8,83.9,69,0.299999999999997
"NY4","NY","D",-1,"Carolyn McCarthy",1,"N00001148",693,-0.57,0.11,30.7,0,35.9
"NY5","NY","D",-1,"Gregory Meeks",0,"N00001171",4360,-0.58,0.13,30.6,0,36.2
"NY8","NY","D",-1,"Hakeem Jeffries",0,"N00033640",55285,-1.59,0.51,3.6,0,92.6
"OH1","OH","D",-1,"Jeff Sinnard",0,"N00027541",57059,0.08,0.14,49.7,4.9,1.90000000000001
"OH1","OH","R",1,"Steven Chabot",1,"N00003689",21790,0.4,0.07,60.9,24.8,0.5
"OH10","OH","D",-1,"Sharen Neuhardt",0,"N00029721",102664,-1.06,0.64,20.1,0,58
"OH10","OH","R",1,"Michael Turner",0,"N00025175",45519,0.43,0.23,63.1,29,0.5
"OH11","OH","D",-1,"Marcia Fudge",1,"N00030490",110640,-1.72,1.08,2,0,95.7
"OH12","OH","D",-1,"James Reese",0,"N00033867",135344,-0.49,0.2,34.1,0,28.7
"OH12","OH","R",1,"Patrick Tiberi",1,"N00009699",8404,0.52,0.27,66.2,35.1,0.5
"OH13","OH","D",-1,"Timothy Ryan",0,"N00025280",45638,-0.38,0.08,37.8,0,21.3
"OH13","OH","R",1,"Marisha Agana",0,"N00033907",135345,0.42,0.2,62.6,28,0.5
"OH14","OH","D",-1,"Dale Virgil Blanchard",0,"N00003601",23275,-0.14,0.09,44.8,1,7.7
"OH15","OH","D",-1,"Pat Lang",0,"N00034479",45321,-1.48,0.87,6.6,0,86.2
"OH15","OH","R",1,"Steve Stivers",1,"N00029574",45333,0.49,0.21,65,32.7,0.5
"OH16","OH","D",-1,"Betty Sutton",0,"N00027901",8394,-1.51,0.72,5.5,0,88.6
"OH16","OH","R",1,"James Renacci",1,"N00031127",120678,0.55,0.1,67.4,37.3,0.5
"OH2","OH","D",-1,"William Smith",0,"N00029635",102648,-1.41,0.77,10.5,0,77.9
"OH2","OH","R",1,"Brad Wenstrup",0,"N00033310",135326,1.44,0.79,91.1,82.8,0
"OH3","OH","D",-1,"Joyce Beatty",0,"N00033904",2427,-0.67,0.16,28.8,0,39.9
"OH3","OH","R",1,"Chris Long",0,"N00034102",134166,1.37,0.75,88.3,77.4,0
"OH4","OH","R",1,"James Jordan",1,"N00027894",8158,1.66,0.89,98.1,96.3,0
"OH5","OH","D",-1,"Angela Zimmann",0,"N00033873",135331,-1.13,0.65,19.2,0,59.8
"OH5","OH","R",1,"Robert Latta",1,"N00012233",9926,0.55,0.21,67.4,37.3,0.5
"OH6","OH","D",-1,"Charles Wilson",0,"N00003528",10092,-0.05,0.08,46.4,1.5,5.09999999999999
"OH6","OH","R",1,"Bill Johnson",1,"N00032088",120649,1.58,0.89,95.4,91.2,0
"OH7","OH","R",1,"Bob Gibbs",0,"N00031128",45466,0.54,0.26,66.9,36.4,0.5
"OH8","OH","R",1,"John Boehner",1,"N00003675",27015,0.74,0.12,76.5,54.8,0.299999999999997
"OH9","OH","D",-1,"Marcy Kaptur",1,"N00003522",27016,-1.48,0.76,6.6,0,86.2
"OH9","OH","R",1,"Samuel Wurzelbacher",0,"N00033644",135338,1.49,0.67,93.1,86.7,0
"OK1","OK","D",-1,"John Olson",0,"N00034116",135895,-1.42,0.83,9.8,0,79.5
"OK1","OK","R",1,"James Bridenstine",0,"N00033532",135894,1.05,0.29,82,65.4,0.299999999999997
"OK2","OK","R",1,"Markwayne Mullin",0,"N00033410",135898,1.27,0.76,85.5,72,0
"OK3","OK","R",1,"Frank Lucas",1,"N00005559",27032,0.54,0.11,66.9,36.4,0.5
"OK4","OK","D",-1,"Donna Bebo",0,"N00034248",135902,-1.31,0.85,14.7,0,69.1
"OK4","OK","R",1,"Tom Cole",1,"N00025726",46034,0.42,0.09,62.6,28,0.5
