"year","quarter","dpi_pc","pop1000s","presvote","wtq16","kia_permil","cumkia_permil","qcount","tenure_yrs","real_family_income_top5pct","rep_inc","preselectq","cpi_u_8284","qdates","tforchange","Bartels2008","Fair1992","Abramowitz2001","DPER1984","kia_afghan","pct_approve_june","pct_disapprove_june","electyr","G","P","Z","q2gdpchg","POP2PVOT","jobhousu","julypop","GNPxELEC","elecpres","closeinc","Fatalities"
"1",1949,1,1284,148298,NA,0.333333343267441,0,0,9,NA,63761.73,0,0,23.9433326721191,-44,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2",1949,2,1275,148891,NA,0.333333343267441,0,0,10,NA,63761.73,0,0,23.9166660308838,-43,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3",1949,3,1269,149529,NA,0.333333343267441,0,0,11,NA,63761.73,0,0,23.716667175293,-42,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4",1949,4,1272,150211,NA,0.333333343267441,0,0,12,NA,63761.73,0,0,23.6599998474121,-41,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5",1950,1,1358,150852,NA,0.333333343267441,0,0,13,NA,67260.8148148148,0,0,23.5866661071777,-40,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6",1950,2,1352,151385,NA,0.333333343267441,0,0,14,NA,67260.8148148148,0,0,23.7666664123535,-39,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7",1950,3,1396,152039,NA,0.333333343267441,63.2929725646973,0,15,NA,67260.8148148148,0,0,24.203332901001,-38,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8",1950,4,1427,152724,NA,0.333333343267441,17.3450145721436,0,16,NA,67260.8148148148,0,0,24.6933326721191,-37,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"9",1951,1,1468,153336,NA,0.333333343267441,26.6147537231445,0,17,NA,65215.3455377574,0,0,25.6966667175293,-36,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10",1951,2,1497,153947,NA,0.333333343267441,22.6701393127441,0,18,NA,65215.3455377574,0,0,25.9466667175293,-35,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"11",1951,3,1501,154655,NA,0.333333343267441,18.2987937927246,0,19,NA,65215.3455377574,0,0,25.9333324432373,-34,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"12",1951,4,1517,155389,NA,0.333333343267441,20.5677356719971,0,20,NA,65215.3455377574,0,0,26.3166675567627,-33,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"13",1952,1,1516,156033,NA,0.333333343267441,3.35185503959656,0,21,NA,67183.6179775281,0,0,26.4166660308838,-32,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"14",1952,2,1529,156644,NA,0.333333343267441,6.22430467605591,0,22,NA,67183.6179775281,0,0,26.486665725708,-31,NA,NA,NA,NA,0,0,31.5,58.5,1,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0
"15",1952,3,1562,157324,NA,0.333333343267441,8.86069488525391,0,23,NA,67183.6179775281,0,0,26.6666660308838,-30,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"16",1952,4,1589,158043,44.7098121643066,0.333333343267441,9.5670166015625,196.793273925781,24,20,67183.6179775281,0,1,26.6966667175293,-29,1,20,1.75,1,0,0,NA,NA,1,0.726000010967255,2.34899997711182,7,NA,44.5951902826076,7.97011648904153,32,0.035,0.5,0,190.415267944336
"17",1953,1,1610,158648,NA,0.333333343267441,5.11824941635132,0,25,NA,72006.0803571429,1,0,26.6200008392334,-28,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"18",1953,2,1629,159234,NA,0.333333343267441,7.65540027618408,0,26,NA,72006.0803571429,1,0,26.7199993133545,-27,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"19",1953,3,1624,159963,NA,0.333333343267441,5.76383304595947,0,27,NA,72006.0803571429,1,0,26.843334197998,-26,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20",1953,4,1613,160713,NA,0.333333343267441,1.53067886829376,0,28,NA,72006.0803571429,1,0,26.8899993896484,-25,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"21",1954,1,1623,161389,NA,0.333333343267441,0.941823780536652,0,29,NA,72767.9734513274,1,0,26.953332901001,-24,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"22",1954,2,1616,162044,NA,0.333333343267441,0.166621416807175,0,30,NA,72767.9734513274,1,0,26.9099998474121,-23,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"23",1954,3,1621,162792,NA,0.333333343267441,0,0,31,NA,72767.9734513274,1,0,26.8400001525879,-22,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"24",1954,4,1644,163585,NA,0.333333343267441,0,0,32,NA,72767.9734513274,1,0,26.7566661834717,-21,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"25",1955,1,1666,164266,NA,0.333333343267441,0,0,33,NA,74517.8,1,0,26.7933330535889,-20,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"26",1955,2,1701,164926,NA,0.333333343267441,0,0,34,NA,74517.8,1,0,26.7566661834717,-19,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"27",1955,3,1733,165674,NA,0.333333343267441,0,0,35,NA,74517.8,1,0,26.7766666412354,-18,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"28",1955,4,1749,166481,NA,0.333333343267441,0,0,36,NA,74517.8,1,0,26.8566665649414,-17,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29",1956,1,1767,167190,NA,0.333333343267441,0,0,37,NA,79139.9474835886,1,0,26.8600006103516,-16,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"30",1956,2,1789,167869,NA,0.333333343267441,0,0,38,NA,79139.9474835886,1,0,27.0366668701172,-15,NA,NA,NA,NA,1,0,72,18.5,1,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,0
"31",1956,3,1806,168654,NA,0.333333343267441,0,0,39,NA,79139.9474835886,1,0,27.3166675567627,-14,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"32",1956,4,1836,169497,58.0253372192383,0.333333343267441,0,0,40,4,79139.9474835886,1,1,27.5499992370605,-13,0,4,0,0,1,0,NA,NA,1,-1.45099997520447,1.89699995517731,5,NA,57.7637836170938,7.6046828749127,69,0.26,1,1,0
"33",1957,1,1848,170218,NA,0.333333343267441,0,0,41,NA,77000.0593220339,1,0,27.7766666412354,-12,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"34",1957,2,1865,170915,NA,0.333333343267441,0,0,42,NA,77000.0593220339,1,0,28.013334274292,-11,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"35",1957,3,1880,171684,NA,0.333333343267441,0,0,43,NA,77000.0593220339,1,0,28.263334274292,-10,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"36",1957,4,1871,172463,NA,0.333333343267441,0,0,44,NA,77000.0593220339,1,0,28.3999996185303,-9,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"37",1958,1,1870,173116,NA,0.333333343267441,0,0,45,NA,78235.0515463918,1,0,28.736665725708,-8,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"38",1958,2,1879,173781,NA,0.333333343267441,0,0,46,NA,78235.0515463918,1,0,28.9300003051758,-7,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"39",1958,3,1911,174535,NA,0.333333343267441,0,0,47,NA,78235.0515463918,1,0,28.9133338928223,-6,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40",1958,4,1926,175340,NA,0.333333343267441,0,0,48,NA,78235.0515463918,1,0,28.9433326721191,-5,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"41",1959,1,1946,176045,NA,0.333333343267441,0,0,49,NA,82768.0981595092,1,0,28.9933338165283,-4,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"42",1959,2,1980,176727,NA,0.333333343267441,0,0,50,NA,82768.0981595092,1,0,29.0433330535889,-3,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"43",1959,3,1980,177481,NA,0.333333343267441,0,0,51,NA,82768.0981595092,1,0,29.1933326721191,-2,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44",1959,4,1998,178268,NA,0.333333343267441,0,0,52,NA,82768.0981595092,1,0,29.3700008392334,-1,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"45",1960,1,2009,179694,NA,0.333333343267441,0,0,53,NA,86118.3742454728,1,0,29.3966674804688,0,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"46",1960,2,2024,180335,NA,0.333333343267441,0,0,54,NA,86118.3742454728,1,0,29.5733337402344,1,NA,NA,NA,NA,0,0,61,24,1,NA,NA,NA,-1.9,NA,NA,NA,NA,NA,NA,0
"47",1960,3,2025,181094,NA,0.333333343267441,0,0,55,NA,86118.3742454728,1,0,29.5900001525879,2,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"48",1960,4,2023,181915,49.91259765625,0.333333343267441,0,0,56,8,86118.3742454728,1,1,29.7800006866455,3,1,8,1,1,0,0,NA,NA,1,0.455000013113022,1.93799996376038,5,NA,49.9129289529524,8.5745635266402,49,0.71,0.5,-1,0
"49",1961,1,2038,182634,NA,0.333333343267441,0,0,57,NA,91962.5498007968,0,0,29.8400001525879,4,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"50",1961,2,2060,183337,NA,0.333333343267441,0,0,58,NA,91962.5498007968,0,0,29.8299999237061,5,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"51",1961,3,2087,184103,NA,0.333333343267441,0,0,59,NA,91962.5498007968,0,0,29.9466667175293,6,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"52",1961,4,2121,184894,NA,0.333333343267441,0,0,60,NA,91962.5498007968,0,0,29.9899997711182,7,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"53",1962,1,2143,185553,NA,0.333333343267441,0.0592822544276714,0,61,NA,92926.6272189349,0,0,30.1066665649414,8,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"54",1962,2,2167,186203,NA,0.333333343267441,0.0268524140119553,0,62,NA,92926.6272189349,0,0,30.2199993133545,9,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"55",1962,3,2176,186926,NA,0.333333343267441,0.032098263502121,0,63,NA,92926.6272189349,0,0,30.3066673278809,10,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"56",1962,4,2192,187680,NA,0.333333343267441,0.0479539632797241,0,64,NA,92926.6272189349,0,0,30.3799991607666,11,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"57",1963,1,2209,188299,NA,0.333333343267441,0.0902819484472275,0,65,NA,93162.1167315175,0,0,30.4766674041748,12,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"58",1963,2,2226,188906,NA,0.333333343267441,0.0582300201058388,0,66,NA,93162.1167315175,0,0,30.533332824707,13,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"59",1963,3,2253,189631,NA,0.333333343267441,0.0632807910442352,0,67,NA,93162.1167315175,0,0,30.7199993133545,14,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"60",1963,4,2290,190362,NA,0.333333343267441,0.19961966574192,0,68,NA,93162.1167315175,0,0,30.8033332824707,15,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"61",1964,1,2340,190954,NA,0.333333343267441,0.151869043707848,0,69,NA,95818.9174664107,0,0,30.9300003051758,16,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"62",1964,2,2402,191560,NA,0.333333343267441,0.156608894467354,0,70,NA,95818.9174664107,0,0,30.9799995422363,17,NA,NA,NA,NA,1,0,74,13.6666669845581,1,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,0
"63",1964,3,2432,192256,NA,0.333333343267441,0.161243349313736,0,71,NA,95818.9174664107,0,0,31.0499992370605,18,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"64",1964,4,2460,192938,61.2033348083496,0.333333343267441,0.295431703329086,1.34275233745575,72,4,95818.9174664107,0,1,31.1933326721191,19,0,4,0,0,1,0,NA,NA,1,5.08699989318848,1.26900005340576,10,NA,61.3443704841554,10.4252551060395,74,1.555,0.5,1,0.948843002319336
"65",1965,1,2488,193467,NA,0.333333343267441,0.372156500816345,0,73,NA,99791.2854442344,0,0,31.2900009155273,20,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"66",1965,2,2522,193994,NA,0.333333343267441,0.74229097366333,0,74,NA,99791.2854442344,0,0,31.4899997711182,21,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"67",1965,3,2592,194647,NA,0.333333343267441,1.34088885784149,0,75,NA,99791.2854442344,0,0,31.5833339691162,22,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"68",1965,4,2644,195279,NA,0.333333343267441,4.56782341003418,0,76,NA,99791.2854442344,0,0,31.75,23,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
